date,AAPL,Return,42d,252d,Mov_Vol
1990-02-01,7.86,0.0,,,
1990-02-02,8.0,0.017654935238720745,,,
1990-02-05,8.18,0.022250608934819723,,,
1990-02-06,8.12,-0.007361996441069194,,,
1990-02-07,7.77,-0.044059989794030426,,,
1990-02-08,7.71,-0.007751976804317936,,,
1990-02-09,8.0,0.03692335410459789,,,
1990-02-12,7.94,-0.0075282664207915245,,,
1990-02-13,8.06,0.015000281259492598,,,
1990-02-14,8.0,-0.007472014838701066,,,
1990-02-15,8.0,0.0,,,
1990-02-16,7.91,-0.011313759900273404,,,
1990-02-20,7.85,-0.007614249985245517,,,
1990-02-21,7.97,0.015170961007806604,,,
1990-02-22,7.73,-0.030575630202792983,,,
1990-02-23,7.79,0.0077319972833261846,,,
1990-02-26,7.97,0.022843632919466828,,,
1990-02-27,7.85,-0.015170961007806618,,,
1990-02-28,7.97,0.015170961007806604,,,
1990-03-01,8.03,0.007500035156546583,,,
1990-03-02,7.91,-0.015056746179107747,,,
1990-03-05,8.08,0.02126409075344157,,,
1990-03-06,8.26,0.022032714999882706,,,
1990-03-07,8.29,0.0036253816143168366,,,
1990-03-08,8.61,0.037874349292435855,,,
1990-03-09,8.64,0.0034782643763250137,,,
1990-03-12,8.58,-0.006968669316093428,,,
1990-03-13,8.64,0.0069686693160934355,,,
1990-03-14,8.67,0.0034662079764861075,,,
1990-03-15,8.61,-0.006944472352811158,,,
1990-03-16,9.43,0.09097177820572679,,,
1990-03-19,9.93,0.05166438141171515,,,
1990-03-20,9.7,-0.023434592547744076,,,
1990-03-21,9.76,0.006166514915663958,,,
1990-03-22,9.55,-0.021751245932362193,,,
1990-03-23,9.9,0.03599360264790524,,,
1990-03-26,9.9,0.0,,,
1990-03-27,9.84,-0.006079046076382226,,,
1990-03-28,9.67,-0.017427401598959037,,,
1990-03-29,9.64,-0.003107200842748604,,,
